Parameter name,Repetitions,Time unit
geometric_cooling_scheme,10,millisecond
Instance size,Parameter,Time,Optimal solution,Best algorithm solution,Mean algorithm solution
42,0.4804,341.35,699,699,699
42,0.5,340.249,699,699,699
42,0.5196,339.856,699,699,699
42,0.5392,339.492,699,699,699
42,0.5588,340.793,699,699,699
42,0.5784,342.446,699,699,699
42,0.598,340.152,699,699,699
42,0.6176,340.992,699,699,699
42,0.6372,341.292,699,699,699
42,0.6568,360.939,699,699,699
42,0.6764,352.674,699,699,699
42,0.696,367.866,699,699,699
42,0.7156,339.542,699,699,699
42,0.7352,343.145,699,699,699
42,0.7548,338.549,699,699,699
42,0.7744,339.692,699,699,699
42,0.794,332.262,699,699,699
42,0.8136,334.507,699,699,699
42,0.8332,341.686,699,699,699
42,0.8528,333.865,699,699,699
42,0.8724,332.81,699,699,699
42,0.892,342.246,699,699,699
42,0.9116,336.101,699,699,699
42,0.9312,339.098,699,699,699
42,0.9508,352.755,699,699,699
42,0.9704,337.049,699,699,699
42,0.99,354.813,699,699,699
65,0.01,368.076,1839,2484,2772
65,0.0296,363.786,1839,2400,2700
65,0.0492,355.101,1839,2455,2744
65,0.0688,353.056,1839,2432,2702
65,0.0884,352.308,1839,2624,2771
65,0.108,360.898,1839,2519,2743
65,0.1276,362.089,1839,2658,2791
65,0.1472,376.809,1839,2518,2817
65,0.1668,385.072,1839,2621,2779
65,0.1864,357.887,1839,2500,2706
65,0.206,359.001,1839,2441,2771
65,0.2256,356.149,1839,2558,2740
65,0.2452,355.611,1839,2467,2763
65,0.2648,355.653,1839,2596,2777
65,0.2844,357.007,1839,2550,2812
65,0.304,354.014,1839,2557,2705
65,0.3236,343.283,1839,2482,2726
65,0.3432,351.165,1839,2570,2695
65,0.3628,341.537,1839,2429,2702
65,0.3824,344.283,1839,2501,2742
65,0.402,351.065,1839,2465,2654
65,0.4216,350.424,1839,2587,2754
65,0.4412,343.345,1839,2157,2645
65,0.4608,344.179,1839,2374,2699
65,0.4804,343.585,1839,2425,2700
65,0.5,357.243,1839,2591,2799
65,0.5196,375.099,1839,2417,2712
65,0.5392,357.505,1839,2599,2766
65,0.5588,342.09,1839,2407,2679
65,0.5784,348.672,1839,2598,2814
65,0.598,343.712,1839,2574,2700
65,0.6176,342.564,1839,2602,2749
65,0.6372,343.044,1839,2533,2618
65,0.6568,344.383,1839,2400,2606
65,0.6764,344.281,1839,2469,2700
65,0.696,343.743,1839,2611,2736
65,0.7156,343.182,1839,2434,2694
65,0.7352,346.334,1839,2407,2709
65,0.7548,343.64,1839,2496,2701
65,0.7744,342.94,1839,2462,2693
65,0.794,334.704,1839,2476,2638
65,0.8136,334.655,1839,2411,2620
65,0.8332,350.663,1839,2435,2629
65,0.8528,347.275,1839,2420,2565
65,0.8724,339.949,1839,2363,2682
65,0.892,369.016,1839,2443,2620
65,0.9116,356.708,1839,2303,2512
65,0.9312,339.343,1839,2419,2608
65,0.9508,345.081,1839,2338,2504
65,0.9704,343.431,1839,2228,2418
65,0.99,357.598,1839,2232,2365
100,0.01,357.495,36230,50484,57809
100,0.0296,362.481,36230,52485,59758
100,0.0492,362.734,36230,55819,60538
100,0.0688,362.035,36230,52080,59047
100,0.0884,361.693,36230,58061,60858
100,0.108,360.738,36230,54849,59208
100,0.1276,360.399,36230,53874,58916
100,0.1472,360.241,36230,56356,60747
100,0.1668,357.797,36230,52392,58900
100,0.1864,361.396,36230,55670,60045
100,0.206,357.247,36230,55243,60138
100,0.2256,356.407,36230,56446,60736
