Parameter name,Repetitions,Time unit
iterations_number,10,millisecond
Instance size,Parameter,Time,Optimal solution,Best algorithm solution,Mean algorithm solution
42,8001,2745.43,699,699,699
42,8201,2787.99,699,699,699
42,8401,2884.81,699,699,699
42,8601,2914.88,699,699,699
42,8801,2999.11,699,699,699
42,9001,3078.33,699,699,699
42,9201,3106.22,699,699,699
42,9401,3245.15,699,699,699
42,9601,3263.86,699,699,699
42,9801,3363.61,699,699,699
65,1,0.39892,1839,4765,4781
65,201,75.6005,1839,2460,2605
65,401,149.301,1839,2396,2516
65,601,219.517,1839,2388,2533
65,801,298.006,1839,2410,2514
65,1001,382.378,1839,2227,2486
65,1201,492.583,1839,2278,2581
65,1401,514.522,1839,2411,2610
65,1601,584.237,1839,2312,2521
65,1801,682.578,1839,2252,2469
65,2001,798.563,1839,2350,2566
65,2201,896.204,1839,2268,2429
65,2401,962.525,1839,2445,2579
65,2601,1028.85,1839,2205,2511
65,2801,1071.04,1839,2344,2484
65,3001,1153.27,1839,2263,2521
65,3201,1201.09,1839,2403,2561
65,3401,1370.7,1839,2318,2528
65,3601,1381.8,1839,2470,2619
65,3801,1488.67,1839,2304,2527
65,4001,1540.38,1839,2264,2564
65,4201,1684.76,1839,2419,2541
65,4401,1636.18,1839,2302,2517
65,4601,1781.49,1839,2169,2473
65,4801,1890.84,1839,2454,2529
65,5001,1901.62,1839,2379,2491
65,5201,1924.95,1839,2327,2547
65,5401,2166.01,1839,2377,2578
65,5601,2159.78,1839,2418,2543
65,5801,2176.83,1839,2380,2526
65,6001,2320,1839,2390,2537
65,6201,2419.93,1839,2386,2537
65,6401,2391.51,1839,2348,2593
65,6601,2474.98,1839,2340,2440
65,6801,2588.49,1839,2381,2544
65,7001,2551.88,1839,2334,2486
65,7201,2734.99,1839,2321,2494
65,7401,2787.05,1839,2277,2516
65,7601,2854.47,1839,2261,2447
65,7801,3019.38,1839,2397,2603
65,8001,3049.8,1839,2362,2508
65,8201,3197.85,1839,2249,2520
65,8401,3408.18,1839,2217,2574
65,8601,3554.5,1839,2297,2516
65,8801,3324.61,1839,2399,2518
65,9001,3134.52,1839,2360,2479
65,9201,3120.73,1839,2348,2573
65,9401,3203.66,1839,2322,2497
65,9601,3265.28,1839,2390,2567
65,9801,3378.95,1839,2414,2557
100,1,0.40251,36230,125186,134744
100,201,71.5115,36230,48478,51640
100,401,140.583,36230,49033,50960
100,601,209.843,36230,47174,50477
100,801,278.558,36230,48349,51501
100,1001,342.048,36230,45922,49508
100,1201,432.448,36230,45538,51089
100,1401,484.564,36230,49283,51348
100,1601,553.221,36230,47202,51032
100,1801,621.538,36230,47411,50732
100,2001,716.639,36230,49085,51952
100,2201,770.843,36230,49987,52028
100,2401,826.052,36230,47071,51232
100,2601,906.638,36230,46325,50661
100,2801,968.926,36230,50097,52410
100,3001,1033.75,36230,48096,51045
100,3201,1105.36,36230,46486,50045
100,3401,1203.49,36230,46831,51776
100,3601,1257.57,36230,50317,51987
100,3801,1308.16,36230,49616,52755
100,4001,1383.27,36230,49418,51566
100,4201,1430.14,36230,45673,51941
100,4401,1555.57,36230,47954,50689
100,4601,1599.54,36230,47592,51616
100,4801,1662.57,36230,48324,51138
100,5001,1716.24,36230,45414,50726
100,5201,1836.67,36230,48068,50973
100,5401,1841.74,36230,48376,51463
100,5601,1917.63,36230,46471,51108
100,5801,2020.47,36230,48905,53217
100,6001,2065.46,36230,47829,51238
100,6201,2114.51,36230,49494,52091
100,6401,2236.08,36230,44329,49959
100,6601,2268.42,36230,48808,51612
100,6801,2339.01,36230,50042,52887
100,7001,2475.46,36230,47221,51236
100,7201,2473.43,36230,46830,49864
100,7401,2560.14,36230,49683,52416
100,7601,2636.36,36230,47647,50169
100,7801,2721.29,36230,48634,51795
100,8001,2802.77,36230,47195,51785
100,8201,2819.99,36230,47833,52160
100,8401,2893.16,36230,46591,51812
100,8601,3002.36,36230,46177,50942
100,8801,3039.62,36230,46503,50229
100,9001,3097.78,36230,48706,51777
100,9201,3137.23,36230,47550,51332
100,9401,3267.34,36230,48031,51647
100,9601,3275.97,36230,47838,51498
100,9801,3397.63,36230,48218,51762
