Parameter name,Repetitions,Time unit
initial_temperature,10,millisecond
Instance size,Parameter,Time,Optimal solution,Best algorithm solution,Mean algorithm solution
65,1,382.539,1839,2355,2595
65,201,377.046,1839,2304,2550
65,401,352.361,1839,2291,2542
65,601,342.687,1839,2374,2463
65,801,340.593,1839,2370,2545
65,1001,336.7,1839,2262,2483
65,1201,341.491,1839,2376,2523
65,1401,343.083,1839,2360,2487
65,1601,337.153,1839,2340,2546
65,1801,338.357,1839,2329,2483
65,2001,331.963,1839,2307,2455
65,2201,337.747,1839,2326,2561
65,2401,370.712,1839,2346,2592
65,2601,344.54,1839,2281,2507
65,2801,337.557,1839,2395,2524
65,3001,341.511,1839,2339,2566
65,3201,336.999,1839,2357,2526
65,3401,336.404,1839,2390,2572
65,3601,345.975,1839,2317,2500
65,3801,342.503,1839,2445,2603
65,4001,342.047,1839,2434,2577
65,4201,337.497,1839,2364,2490
65,4401,342.147,1839,2305,2523
65,4601,336.899,1839,2318,2529
65,4801,341.647,1839,2267,2547
65,5001,333.658,1839,2384,2545
65,5201,332.909,1839,2349,2504
65,5401,339.396,1839,2463,2570
65,5601,332.661,1839,2379,2530
65,5801,342.188,1839,2359,2543
65,6001,340.49,1839,2382,2523
65,6201,363.731,1839,2243,2540
65,6401,345.833,1839,2336,2467
65,6601,334.306,1839,2402,2540
65,6801,338.896,1839,2354,2575
65,7001,338.557,1839,2344,2521
65,7201,336.301,1839,2370,2475
65,7401,341.05,1839,2388,2553
65,7601,338.054,1839,2410,2639
65,7801,338.199,1839,2387,2532
65,8001,342.688,1839,2366,2508
65,8201,341.69,1839,2292,2554
65,8401,339.895,1839,2250,2531
65,8601,339.294,1839,2378,2538
65,8801,341.89,1839,2402,2546
65,9001,345.849,1839,2345,2534
65,9201,343.176,1839,2427,2609
65,9401,339.652,1839,2271,2477
65,9601,341.548,1839,2399,2500
65,9801,342.644,1839,2331,2492
100,1,363.328,36230,53115,58932
100,201,361.294,36230,50674,55241
100,401,344.242,36230,50112,52971
100,601,343.585,36230,50142,52334
100,801,337.995,36230,46761,51371
100,1001,338.445,36230,47905,51280
100,1201,345.28,36230,49362,52217
100,1401,343.884,36230,46490,51464
100,1601,341.238,36230,49177,51378
100,1801,347.674,36230,46195,52220
100,2001,347.631,36230,48913,50825
100,2201,343.385,36230,48282,51654
100,2401,347.631,36230,47851,51321
100,2601,343.386,36230,48356,51034
100,2801,340.749,36230,49128,52245
100,3001,347.49,36230,45880,51933
100,3201,347.474,36230,48857,51962
100,3401,344.248,36230,50068,51144
100,3601,344.34,36230,47828,51201
100,3801,353.654,36230,49350,52789
100,4001,361.993,36230,47010,51656
100,4201,344.739,36230,47632,50753
100,4401,346.577,36230,48092,51767
100,4601,349.331,36230,47023,50329
100,4801,346.583,36230,47436,51020
100,5001,349.025,36230,47776,51078
100,5201,344.628,36230,49767,52213
100,5401,346.336,36230,47089,50765
100,5601,343.983,36230,47720,52143
100,5801,345.937,36230,47146,49996
100,6001,337.747,36230,48668,51826
100,6201,338.853,36230,47094,51426
100,6401,343.684,36230,48407,51707
100,6601,344.14,36230,47829,49875
100,6801,342.841,36230,46131,50909
100,7001,345.38,36230,48507,52366
100,7201,344.483,36230,47264,50938
100,7401,348.331,36230,48011,50627
100,7601,358.396,36230,49399,51267
100,7801,361.594,36230,47790,51759
100,8001,342.346,36230,46855,50192
100,8201,347.674,36230,48407,50947
100,8401,347.932,36230,47950,50194
100,8601,347.674,36230,48326,52702
100,8801,344.981,36230,47225,50464
100,9001,345.139,36230,48791,51723
100,9201,348.029,36230,48742,51712
100,9401,343.784,36230,48884,51887
100,9601,345.837,36230,48050,52049
100,9801,337.597,36230,48027,50990
